Round,Phase,Individual,Puzzler,Cohort,cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5
round_3,phase3,14,0,D1_1,4,5.533122e-08,5.139593e-31,0.0,0.0,1.0,0.0
round_3,phase2,14,0,D1_1,3,3.0403974e-11,0.0,4.7986174e-32,1.0,5.41906e-40,0.0
round_3,phase1,14,0,D1_1,3,9.986335e-12,0.0,6.270441e-21,1.0,0.0,0.0
round_2,phase3,14,0,D1_1,2,7.00229e-27,1.0257256e-26,0.99986076,2.0063722e-28,0.0,0.0001390631
round_2,phase2,14,0,D1_1,1,4.1182306e-09,1.0,1.3627226e-11,4.4910837e-38,8.03085e-37,9.156e-42
round_2,phase1,14,0,D1_1,0,1.0,0.0,0.0,6.5649415e-24,1.2776469e-11,1.1e-44
round_4,phase3,14,0,D1_1,4,1.1618569e-06,1.6591357e-25,0.0,0.0,0.99999905,0.0
round_4,phase2,14,0,D1_1,0,1.0,0.0,3.3374314e-35,1.36033915e-14,1.2802364e-09,0.0
round_4,phase1,14,0,D1_1,0,0.99939173,1.4717161e-22,0.0,0.0,0.00060871494,3.05e-43
round_1,phase3,14,0,D1_1,2,0.010775714,1.1402888e-10,0.98922426,2.3109847e-14,5.193119e-31,0.0
round_1,phase2,14,0,D1_1,3,0.00027327542,3e-45,9.09154e-07,0.9997254,2.814233e-32,1.1403743e-35
round_1,phase1,14,0,D1_1,1,9.316162e-07,0.99999714,1.8058456e-06,4.8057286e-23,2.307728e-34,0.0
round_3,phase3,15,1,D1_2,4,1.7395545e-11,4.646481e-37,0.0,0.0,1.0,6.064497e-16
round_3,phase2,15,1,D1_2,1,7.6317446e-07,0.99999905,2.4665442e-20,2.7e-44,7.81476e-39,0.0
round_3,phase1,15,1,D1_2,0,1.0,0.0,0.0,0.0,8.883254e-26,6.8634165e-10
round_2,phase3,15,1,D1_2,5,9.2714814e-24,1.6556166e-37,4.152345e-12,0.0,2.3021337e-36,1.0
round_2,phase2,15,1,D1_2,3,0.00012243097,0.0,0.004516169,0.9953616,4.3734264e-32,1.4640476e-33
round_2,phase1,15,1,D1_2,4,7.5281577e-07,0.0,0.0,0.0,0.99999905,2.5049707e-07
round_4,phase3,15,1,D1_2,3,1.3778325e-06,5.5931254e-23,0.0,0.99999905,0.0,0.0
round_4,phase2,15,1,D1_2,2,3.499946e-13,0.0,0.99834484,0.0016556216,2.0823e-41,5.3e-44
round_4,phase1,15,1,D1_2,1,2.6588168e-06,0.99999714,1e-44,0.0,3.3632507e-11,0.0
round_1,phase3,15,1,D1_2,5,1.1356641e-20,9.907177e-21,9.534774e-08,1.12000895e-11,0.0,1.0
round_1,phase2,15,1,D1_2,3,9.917986e-22,0.0,4.7318797e-05,0.9999528,1.4054924e-33,1.2781249e-18
round_1,phase1,15,1,D1_2,1,4.136013e-09,1.0,7.299794e-23,8.3e-43,9.303597e-28,1.9287e-41
round_3,phase3,16,0,D1_2,4,6.544522e-10,7.4905e-40,0.0,0.0,1.0,3.2161317e-21
round_3,phase2,16,0,D1_2,1,5.1344355e-06,0.9990639,0.00093112735,3.4204092e-28,7.855562e-38,0.0
round_3,phase1,16,0,D1_2,4,3.1640372e-13,2.9349258e-13,0.0,0.0,1.0,0.0
round_2,phase3,16,0,D1_2,0,1.0,4e-45,0.0,3.3020675e-09,8.3286107e-13,1.9429342e-16
round_2,phase2,16,0,D1_2,1,1.7829176e-07,0.9999981,1.8595675e-06,6.1083336e-23,1.406507e-39,0.0
round_2,phase1,16,0,D1_2,4,2.397235e-10,6.941639e-08,0.0,0.0,1.0,6.901e-42
round_4,phase3,16,0,D1_2,1,1.9957993e-06,0.9999981,0.0,0.0,6.922969e-08,0.0
round_4,phase2,16,0,D1_2,0,1.0,3.258e-42,0.0,1.277914e-20,8.007943e-28,0.0
round_4,phase1,16,0,D1_2,4,4.9816343e-05,0.0,0.0,0.0,0.9999504,0.0
round_1,phase3,16,0,D1_2,2,9.863873e-16,6.67349e-40,1.0,3.3957487e-12,0.0,0.0
round_1,phase2,16,0,D1_2,2,1.4455511e-18,0.0,1.0,8.115485e-09,0.0,2.08234e-33
round_1,phase1,16,0,D1_2,3,8.967041e-19,2.7144852e-18,2.1383477e-21,1.0,8e-44,1.0586022e-08
round_3,phase3,17,0,D1_2,4,4.5053143e-13,1.242957e-26,0.0,0.0,1.0,1.1838009e-25
round_3,phase2,17,0,D1_2,1,1.2888834e-08,1.0,3.498461e-15,5.42232e-40,6.86733e-40,0.0
round_3,phase1,17,0,D1_2,5,1.7567614e-09,0.0,0.0,0.0,3.3109465e-32,1.0
round_2,phase3,17,0,D1_2,4,0.17501156,8.58249e-28,0.0,9.8e-44,0.8249886,0.0
round_2,phase2,17,0,D1_2,2,7.651385e-20,4.4882633e-13,1.0,6.1046717e-17,0.0,7.306374e-14
round_2,phase1,17,0,D1_2,4,1.1521404e-06,1.65e-43,0.0,1.04e-43,0.99999905,1.0487717e-36
round_4,phase3,17,0,D1_2,4,3.160809e-10,2.3379106e-24,0.0,0.0,1.0,4.2e-44
round_4,phase2,17,0,D1_2,2,4.5588585e-12,0.0,0.99998283,1.7305749e-05,2.16e-43,0.0
round_4,phase1,17,0,D1_2,1,0.016329596,0.98367053,1.5551908e-35,0.0,7.218274e-30,0.0
round_1,phase3,17,0,D1_2,2,4.8915607e-18,6.361738e-19,0.99999905,5.072336e-07,0.0,2.5387231e-12
round_1,phase2,17,0,D1_2,2,2.4769519e-14,5.2939354e-36,1.0,8.49377e-09,0.0,0.0
round_1,phase1,17,0,D1_2,0,0.9999976,0.0,8.071813e-39,2.5009418e-16,2.2151357e-06,0.0
round_3,phase3,18,1,D1_2,0,1.0,1.1027965e-33,0.0,6.6515146e-14,5.1901607e-34,0.0
round_3,phase2,18,1,D1_2,0,0.9999981,0.0,0.0,1.820134e-06,1.2476886e-07,1.5617383e-25
round_3,phase1,18,1,D1_2,4,2.0766756e-11,7.257611e-06,0.0,0.0,0.9999924,0.0
round_2,phase3,18,1,D1_2,4,2.668916e-11,0.0,0.0,1.96e-43,1.0,9.777543e-34
round_2,phase2,18,1,D1_2,1,0.00946035,0.9905398,1.3602818e-07,6.1156002e-18,1.6731536e-21,0.0
round_2,phase1,18,1,D1_2,3,4.8349796e-10,0.0,2.8702615e-34,1.0,5.24e-43,0.0
round_4,phase3,18,1,D1_2,1,9.982733e-05,0.99989986,1.05725346e-17,0.0,2.1088178e-31,0.0
round_4,phase2,18,1,D1_2,1,9.821478e-13,1.0,5.9181146e-17,0.0,3.7629537e-35,0.0
round_4,phase1,18,1,D1_2,5,1.2432115e-21,2.1655746e-38,4.4315475e-05,4.922941e-38,4.2640786e-37,0.99995613
round_1,phase3,18,1,D1_2,5,6.423144e-14,4.15716e-21,6.8814434e-09,0.000765117,6.172018e-31,0.999235
round_1,phase2,18,1,D1_2,2,1.8490008e-18,6.2446163e-35,1.0,4.50678e-11,0.0,1.8063786e-37
round_1,phase1,18,1,D1_2,3,9.29285e-13,0.0,2.0097693e-32,1.0,4.494659e-26,1.458874e-18
round_3,phase3,19,1,D1_2,5,7.4749945e-13,1.18782086e-20,7.358948e-25,0.0,1.748284e-17,1.0
round_3,phase2,19,1,D1_2,0,0.99160403,0.0,0.0,0.0083957855,6.499186e-16,8.927984e-36
round_3,phase1,19,1,D1_2,4,3.8924347e-05,4.9074294e-14,0.0,1.41446e-40,0.9999609,0.0
round_2,phase3,19,1,D1_2,0,0.99999905,4.6899973e-17,4.196944e-30,1.026104e-06,6.3428775e-29,0.0
round_2,phase2,19,1,D1_2,1,9.964618e-06,0.99999046,2.616e-42,1.78326e-40,2.9175547e-18,2.07e-43
round_2,phase1,19,1,D1_2,1,2.8990245e-05,0.9999709,4.6043706e-19,9.964652e-33,1.2388088e-21,0.0
round_4,phase3,19,1,D1_2,3,1.1920896e-17,7.826309e-38,2.323384e-12,1.0,0.0,0.0
round_4,phase2,19,1,D1_2,1,6.7367736e-08,1.0,4.3862245e-17,0.0,1.4880954e-34,0.0
round_4,phase1,19,1,D1_2,5,7.841369e-16,4.9896546e-26,3.2557998e-17,1.317e-42,8.902668e-24,1.0
round_1,phase3,19,1,D1_2,3,0.0008200585,0.0,5.809927e-21,0.9991802,2.1824e-24,3.2509654e-36
round_1,phase2,19,1,D1_2,0,0.9999995,0.0,0.0,5.026349e-07,7.0253815e-34,2.3961248e-28
round_1,phase1,19,1,D1_2,0,0.9970404,3.6690187e-20,0.0,5.665813e-13,0.002959575,2.1430639e-32
round_3,phase3,20,0,D1_2,0,1.0,2.0632036e-12,0.0,0.0,5.826258e-11,0.0
round_3,phase2,20,0,D1_2,2,6.6070285e-15,0.0,0.99998474,1.5586058e-05,1e-45,0.0
round_3,phase1,20,0,D1_2,4,1.4092057e-13,6.384125e-20,0.0,0.0,1.0,0.0
round_2,phase3,20,0,D1_2,1,1.215981e-07,1.0,6.1447734e-29,0.0,4.4718922e-35,0.0
round_2,phase2,20,0,D1_2,2,4.707259e-13,3.8739897e-25,0.9999466,5.331766e-05,2.4574e-40,1.5121104e-21
round_2,phase1,20,0,D1_2,5,7.462309e-15,0.0,0.0,0.0,8.855237e-08,1.0
round_4,phase3,20,0,D1_2,0,1.0,0.0,7.9824516e-19,6.041047e-13,3.3239068e-16,0.0
round_4,phase2,20,0,D1_2,1,1.3675873e-10,1.0,3.12773e-13,1.0498569e-35,4.572354e-28,0.0
round_4,phase1,20,0,D1_2,4,1.8573043e-06,5.255165e-35,0.0,0.0,0.9999981,0.0
round_1,phase3,20,0,D1_2,3,7.435636e-20,8.29603e-28,1.4270837e-22,0.999897,8.521381e-37,0.00010314609
round_1,phase2,20,0,D1_2,2,1.1303296e-22,3.360854e-25,1.0,4.709717e-14,0.0,0.0
round_1,phase1,20,0,D1_2,1,7.222975e-10,0.9999819,1.8339837e-05,1.5245489e-32,5.97e-43,1.154818e-39
round_3,phase3,21,1,D1_3,4,1.3999661e-05,1.1360842e-28,0.0,0.0,0.9999862,0.0
round_3,phase2,21,1,D1_3,0,1.0,6.1710544e-08,0.0,6.1781317e-27,1.9800974e-14,0.0
round_3,phase1,21,1,D1_3,1,0.00016042496,0.9998398,0.0,0.0,4.7871184e-24,0.0
round_2,phase3,21,1,D1_3,3,0.002778257,1.5005514e-18,0.0,0.997222,2.34045e-40,1.0914608e-37
round_2,phase2,21,1,D1_3,3,4.3255914e-06,0.0,6.4106243e-21,0.99999523,2.477793e-29,1.7413759e-31
round_2,phase1,21,1,D1_3,4,2.635891e-11,0.0,0.0,5.2e-44,1.0,9.79577e-25
round_4,phase3,21,1,D1_3,0,0.99112374,0.0,0.0,0.0,0.008876071,0.0
round_4,phase2,21,1,D1_3,0,1.0,1.1e-44,0.0,0.0,1.2528922e-07,0.0
round_4,phase1,21,1,D1_3,2,2.3353852e-19,8.656511e-19,1.0,4.9876516e-28,4.352e-42,9.557236e-13
round_1,phase3,21,1,D1_3,2,5.638827e-21,6.10729e-10,1.0,8.124023e-23,0.0,2.3754995e-15
round_1,phase2,21,1,D1_3,2,1.2891962e-11,0.0,1.0,1.1428053e-07,0.0,0.0
round_1,phase1,21,1,D1_3,1,5.4317167e-07,0.99999905,3.154e-42,4.747062e-37,1.6780579e-19,2.8073646e-29
round_3,phase3,22,0,D1_3,5,7.7578265e-15,2.9146766e-31,4.34e-43,0.0,7.354319e-17,1.0
round_3,phase2,22,0,D1_3,0,1.0,1.29e-43,5.4809863e-25,4.8804485e-12,2.795777e-12,0.0
round_3,phase1,22,0,D1_3,4,7.3725515e-09,1.3737e-41,0.0,0.0,1.0,4.2694023e-10
round_2,phase3,22,0,D1_3,2,7.249993e-27,4.2699837e-31,0.9909763,3.29399e-39,0.0,0.00902332
round_2,phase2,22,0,D1_3,3,4.0126765e-06,0.0,9.141234e-11,0.9999962,5.1429265e-31,9e-44
round_2,phase1,22,0,D1_3,3,7.878599e-07,0.0,1.6788958e-35,0.99999905,2.4550761e-25,0.0
round_4,phase3,22,0,D1_3,4,0.006791956,2.3927013e-19,0.0,0.0,0.9932082,0.0
round_4,phase2,22,0,D1_3,0,0.9993965,6.798398e-30,0.0,0.0,0.00060340937,0.0
round_4,phase1,22,0,D1_3,1,0.00068554137,0.99931455,1.3848288e-23,0.0,2.0509685e-21,0.0
round_1,phase3,22,0,D1_3,1,3.902836e-12,1.0,0.0,0.0,1.0532093e-07,0.0
round_1,phase2,22,0,D1_3,2,2.2260645e-31,5.318234e-25,1.0,3.1147346e-07,6e-45,3.7588907e-29
round_1,phase1,22,0,D1_3,3,0.0010601744,3.0965425e-32,0.0,0.99894005,2.12012e-37,1.1396698e-20
round_3,phase3,23,0,D1_3,3,2.8392999e-05,0.0,1.2206013e-17,0.9999714,0.0,0.0
round_3,phase2,23,0,D1_3,3,9.210258e-15,1.089446e-39,7.486118e-22,1.0,0.0,0.0
round_3,phase1,23,0,D1_3,1,4.600431e-07,1.0,6.9e-44,0.0,9.530801e-36,0.0
round_2,phase3,23,0,D1_3,3,1.3465879e-06,5.4392717e-23,0.0,0.99999905,0.0,3.0237e-41
round_2,phase2,23,0,D1_3,0,0.9999924,0.0,1.2240082e-27,7.857024e-06,3.9885325e-14,0.0
round_2,phase1,23,0,D1_3,0,0.99972016,0.00028009553,4.1e-43,2.5e-44,6.9716794e-23,0.0
round_4,phase3,23,0,D1_3,0,1.0,0.0,0.0,0.0,0.0,0.0
round_4,phase2,23,0,D1_3,0,0.9965812,2.4058165e-08,0.0034186721,5.3376248e-17,6.965626e-21,0.0
round_4,phase1,23,0,D1_3,0,0.9999995,8.481254e-17,0.0,0.0,2.7863112e-07,0.0
round_1,phase3,23,0,D1_3,5,1.9850796e-12,3.2507564e-35,0.0,2.1354995e-07,3.254011e-25,1.0
round_1,phase2,23,0,D1_3,2,3.8308977e-27,7.439786e-18,1.0,6.7384364e-14,0.0,4.5e-44
round_1,phase1,23,0,D1_3,4,1.5088656e-07,0.0019697063,0.0,0.0,0.99803025,0.0
round_3,phase3,24,1,D1_3,4,1.6564332e-05,1.2889759e-17,0.0,0.0,0.9999833,0.0
round_3,phase2,24,1,D1_3,0,0.9999981,0.0,0.0,1.7247809e-06,9.046336e-12,1.850413e-39
round_3,phase1,24,1,D1_3,2,4.86559e-40,0.0,1.0,1.2607862e-22,0.0,0.0
round_2,phase3,24,1,D1_3,4,6.2615817e-07,0.0,0.0,1.896e-41,0.99999905,9.434578e-29
round_2,phase2,24,1,D1_3,3,1.3619451e-08,0.0,5.1581053e-27,1.0,0.0,0.0
round_2,phase1,24,1,D1_3,5,1.0592222e-12,5.0584943e-34,1.5972064e-11,6.6360746e-23,4.2701793e-31,1.0
round_4,phase3,24,1,D1_3,4,0.001244926,1.4994601e-16,1.1e-44,2.76e-43,0.9987553,0.0
round_4,phase2,24,1,D1_3,0,1.0,0.0,0.0,6.9902e-27,5.9310526e-21,0.0
round_4,phase1,24,1,D1_3,0,1.0,2.0140559e-28,0.0,0.0,9.195253e-18,0.0
round_1,phase3,24,1,D1_3,2,1.2253153e-21,6.8766463e-15,1.0,8.68888e-16,0.0,1.3731e-13
round_1,phase2,24,1,D1_3,1,1.20809406e-17,1.0,1.2192927e-11,1.0673036e-31,6.630621e-27,0.0
round_1,phase1,24,1,D1_3,3,5.7686126e-08,0.0,9.911416e-20,1.0,2.0073981e-28,1.63e-43
round_3,phase3,25,0,D1_5,1,3.771668e-06,0.9999962,0.0,1e-45,6.1928557e-12,0.0
round_3,phase2,25,0,D1_5,2,1.1958172e-10,0.0,1.0,1.6428938e-09,0.0,0.0
round_3,phase1,25,0,D1_5,0,1.0,0.0,0.0,1.0586549e-15,1.0420369e-12,0.0
round_2,phase3,25,0,D1_5,5,1.1426948e-21,1.5384317e-37,1.5887295e-11,2.4e-44,5.235339e-34,1.0
round_2,phase2,25,0,D1_5,1,2.8543456e-09,1.0,6.0251226e-35,0.0,4.351317e-29,0.0
round_2,phase1,25,0,D1_5,0,1.0,4.61396e-31,0.0,0.0,1.3727056e-08,0.0
round_4,phase3,25,0,D1_5,2,1.443756e-16,0.0,0.99999905,1.034423e-06,0.0,0.0
round_4,phase2,25,0,D1_5,0,0.9999938,8.154393e-37,0.0,1.9248821e-31,6.2788604e-06,0.0
round_4,phase1,25,0,D1_5,0,0.99914396,0.0008558809,3.3147015e-31,1.8076273e-36,8.828217e-20,0.0
round_1,phase3,25,0,D1_5,3,8.518401e-12,3.2933263e-38,4.835357e-14,1.0,3.9023926e-33,1.1926164e-07
round_1,phase2,25,0,D1_5,0,0.99961,6.880794e-07,3.2956017e-30,4.831083e-20,0.00038952273,0.0
round_1,phase1,25,0,D1_5,4,1.0771514e-11,0.0,0.0,7.1e-44,1.0,2.49476e-40
round_3,phase3,26,1,D1_5,2,2.2277295e-16,4.3518956e-15,0.99999475,5.2010314e-06,0.0,0.0
round_3,phase2,26,1,D1_5,5,1.1251251e-13,6.785157e-38,0.0,0.0,6.6477776e-07,0.99999905
round_3,phase1,26,1,D1_5,0,1.0,2.7863305e-14,8.154542e-31,0.0,1.1021189e-34,0.0
round_2,phase3,26,1,D1_5,3,2.303963e-08,0.0,8.507302e-18,1.0,1.533e-42,0.0
round_2,phase2,26,1,D1_5,2,9.1336385e-29,1.6448963e-29,1.0,9.984228e-22,0.0,1.5759238e-30
round_2,phase1,26,1,D1_5,5,3.785926e-09,3.419522e-28,0.0,0.0,0.0014365179,0.9985638
round_4,phase3,26,1,D1_5,0,1.0,0.0,3e-45,1.5274828e-17,6.460724e-12,1.4943821e-33
round_4,phase2,26,1,D1_5,3,3.519249e-22,2.4748614e-24,5.439157e-12,1.0,0.0,0.0
round_4,phase1,26,1,D1_5,0,1.0,1.10212896e-16,0.0,0.0,7.0504355e-25,0.0
round_1,phase3,26,1,D1_5,5,2.1292284e-16,2.7284246e-20,1.0812628e-21,1.0581304e-22,3.061477e-28,1.0
round_1,phase2,26,1,D1_5,2,0.00080585544,0.0,0.6392344,0.35995948,1.4e-44,0.0
round_1,phase1,26,1,D1_5,4,6.41896e-05,2.567084e-25,0.0,0.0,0.9999361,9.785325e-30
