Round,Phase,Individual,Puzzler,Cohort,cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2,pa_score,na_score,emotional_cluster_id,emotional_label
round_1,phase1,13,1,D1_1,0,0.8941501700658974,0.0393232116175232,0.0665266183165801,3.4,1.1666666666666667,1,Alert/Anxious
round_3,phase3,14,0,D1_1,1,0.0700111146045737,0.9297376665754769,0.0002512188199491,1.4,1.3333333333333333,2,Drained/Disengaged
round_3,phase2,14,0,D1_1,1,3.58717002309482e-06,0.8989580132748473,0.1010383995551301,1.4,1.8333333333333333,3,Tense/Stressed
round_3,phase1,14,0,D1_1,2,5.241563157158684e-08,0.0003519640513969,0.9996479835329704,2.2,1.0,0,Engaged/Calm
round_2,phase3,14,0,D1_1,2,5.398562430313209e-10,2.1819925390144683e-13,0.9999999994599272,1.6,1.0,2,Drained/Disengaged
round_2,phase2,14,0,D1_1,2,0.0164436069047231,1.0565269266207934e-06,0.9835553365683516,3.0,1.3333333333333333,1,Alert/Anxious
round_2,phase1,14,0,D1_1,1,0.017938046137732,0.9790154950491836,0.0030464588130845,1.6,1.3333333333333333,2,Drained/Disengaged
round_4,phase3,14,0,D1_1,1,0.0107025272122756,0.9892888369674196,8.635820303693408e-06,1.2,1.0,2,Drained/Disengaged
round_4,phase2,14,0,D1_1,0,0.5937816777344556,0.3646976684683304,0.0415206537972142,1.8,1.5,2,Drained/Disengaged
round_4,phase1,14,0,D1_1,1,0.0548256081399066,0.9431234489068754,0.002050942953217,1.6,1.3333333333333333,2,Drained/Disengaged
round_1,phase3,14,0,D1_1,2,0.0031002689071267,5.190620849615165e-19,0.9968997310928748,1.6,1.1666666666666667,2,Drained/Disengaged
round_1,phase2,14,0,D1_1,0,0.6018173562357796,0.0180141767907497,0.3801684669734704,2.6,2.1666666666666665,3,Tense/Stressed
round_1,phase1,14,0,D1_1,0,0.8193648462532881,2.414166503264992e-12,0.1806351537442968,1.8,1.3333333333333333,2,Drained/Disengaged
round_3,phase3,15,1,D1_2,1,0.0305878548254226,0.9689904861109324,0.0004216590636441,1.2,1.3333333333333333,2,Drained/Disengaged
round_3,phase2,15,1,D1_2,2,0.1304165757836906,1.8525053667113235e-08,0.8695834056912554,3.8,2.0,3,Tense/Stressed
round_3,phase1,15,1,D1_2,0,0.820912552840953,0.1589039570593027,0.0201834900997431,1.6,1.0,2,Drained/Disengaged
round_2,phase3,15,1,D1_2,2,3.32689172805433e-05,3.954545341913558e-11,0.9999667310431732,1.4,1.1666666666666667,2,Drained/Disengaged
round_2,phase2,15,1,D1_2,2,0.0028405100465194,0.1855187083328018,0.8116407816206788,2.4,2.3333333333333335,3,Tense/Stressed
round_2,phase1,15,1,D1_2,0,0.649448095186462,5.6053475155092846e-08,0.3505518487600636,2.8,1.1666666666666667,1,Alert/Anxious
round_4,phase3,15,1,D1_2,1,0.0014715418768099,0.9263248172531436,0.072203640870048,2.2,2.0,3,Tense/Stressed
round_4,phase2,15,1,D1_2,2,0.0857086415926205,0.0001112011561232,0.914180157251256,3.2,3.1666666666666665,3,Tense/Stressed
round_4,phase1,15,1,D1_2,0,0.9906338061967652,0.0080106551799384,0.0013555386232955,3.2,1.3333333333333333,1,Alert/Anxious
round_1,phase3,15,1,D1_2,2,0.0031886317998376,0.0045724285351743,0.992238939664988,1.6,0.8333333333333334,0,Engaged/Calm
round_1,phase2,15,1,D1_2,2,8.682025189132339e-05,0.0119077814805258,0.9880053982675814,3.4,1.5,1,Alert/Anxious
round_1,phase1,15,1,D1_2,2,0.3573722975798604,2.3286500080883066e-07,0.6426274695551387,3.2,1.0,0,Engaged/Calm
round_3,phase3,16,0,D1_2,1,0.0123147411264847,0.9874307188369936,0.0002545400365214,3.4,0.8333333333333334,0,Engaged/Calm
round_3,phase2,16,0,D1_2,2,3.833954428610583e-06,5.166069080524754e-25,0.9999961660455724,3.8,1.0,0,Engaged/Calm
round_3,phase1,16,0,D1_2,0,0.933581809910568,0.0625279375478004,0.0038902525416303,2.8,0.8333333333333334,0,Engaged/Calm
round_2,phase3,16,0,D1_2,1,0.0092752867629072,0.9892275139327192,0.0014971993043744,2.2,0.8333333333333334,0,Engaged/Calm
round_2,phase2,16,0,D1_2,2,0.0340439564492564,4.221089553926147e-07,0.9659556214417891,2.2,1.3333333333333333,1,Alert/Anxious
round_2,phase1,16,0,D1_2,0,0.9933745898004582,0.0054109342030314,0.0012144759965102,2.2,1.0,0,Engaged/Calm
round_4,phase3,16,0,D1_2,0,0.7393733190485726,0.2571129217084619,0.0035137592429653,3.0,0.8333333333333334,0,Engaged/Calm
round_4,phase2,16,0,D1_2,2,0.1696013935174372,0.0022945616687351,0.8281040448138284,4.0,1.8333333333333333,3,Tense/Stressed
round_4,phase1,16,0,D1_2,1,0.0310768802264419,0.964649579664704,0.0042735401088555,3.4,0.8333333333333334,0,Engaged/Calm
round_1,phase3,16,0,D1_2,2,2.1072501225793787e-13,0.0001053874268088,0.9998946125729806,2.4,0.8333333333333334,0,Engaged/Calm
round_1,phase2,16,0,D1_2,2,7.329330475988581e-06,1.1163390980921202e-14,0.9999926706695146,3.6,1.0,0,Engaged/Calm
round_1,phase1,16,0,D1_2,1,0.2236514816026635,0.5368851157801822,0.2394634026171525,2.4,0.8333333333333334,0,Engaged/Calm
round_3,phase3,17,0,D1_2,1,0.16506069133423,0.8320231416504335,0.0029161670153367,1.6,0.8333333333333334,0,Engaged/Calm
round_3,phase2,17,0,D1_2,0,0.6867492345503357,1.288995828266805e-07,0.3132506365500817,4.2,2.1666666666666665,3,Tense/Stressed
round_3,phase1,17,0,D1_2,0,0.7268238503712425,0.0775262510953003,0.1956498985334572,1.6,1.0,2,Drained/Disengaged
round_2,phase3,17,0,D1_2,1,0.2365721539043001,0.7569349637901831,0.0064928823055165,1.8,1.0,0,Engaged/Calm
round_2,phase2,17,0,D1_2,2,0.0098380633498081,1.06105565343718e-05,0.9901513260936572,3.6,2.1666666666666665,3,Tense/Stressed
round_2,phase1,17,0,D1_2,1,3.045143410266401e-05,0.9863025239217764,0.0136670246441208,2.0,1.0,0,Engaged/Calm
round_4,phase3,17,0,D1_2,1,0.06650515597758,0.9289512226962872,0.0045436213261337,1.4,1.1666666666666667,2,Drained/Disengaged
round_4,phase2,17,0,D1_2,2,0.0636516425191972,5.0016237544957674e-08,0.9363483074645635,4.0,1.8333333333333333,3,Tense/Stressed
round_4,phase1,17,0,D1_2,0,0.8540402260144161,4.307911501006683e-11,0.1459597739425059,1.6,0.8333333333333334,0,Engaged/Calm
round_1,phase3,17,0,D1_2,2,2.0121309384929566e-06,0.0026524166605526,0.99734557120851,1.8,1.3333333333333333,2,Drained/Disengaged
round_1,phase2,17,0,D1_2,2,2.9194297710372516e-11,1.4789918516003984e-17,0.9999999999708038,3.6,3.0,3,Tense/Stressed
round_1,phase1,17,0,D1_2,1,0.3878489238999294,0.5837298168456162,0.0284212592544558,1.8,0.8333333333333334,0,Engaged/Calm
round_3,phase3,18,1,D1_2,0,0.5706990547699357,0.4269018323475617,0.0023991128825029,1.6,1.1666666666666667,2,Drained/Disengaged
round_3,phase2,18,1,D1_2,1,0.1987695067416959,0.7748340401401499,0.0263964531181554,2.6,1.8333333333333333,3,Tense/Stressed
round_3,phase1,18,1,D1_2,0,0.9999974405071796,4.0220230422306786e-07,2.157290517152446e-06,1.2,1.0,2,Drained/Disengaged
round_2,phase3,18,1,D1_2,1,6.933344562925459e-05,0.9998829252079202,4.774134644995117e-05,1.2,1.1666666666666667,2,Drained/Disengaged
round_2,phase2,18,1,D1_2,0,0.808427621637701,0.1340737400378532,0.0574986383244467,3.2,2.1666666666666665,3,Tense/Stressed
round_2,phase1,18,1,D1_2,1,0.0006173268930818,0.9915591166366792,0.0078235564702382,1.0,1.1666666666666667,2,Drained/Disengaged
round_4,phase3,18,1,D1_2,0,0.996525320496684,6.34267170854331e-12,0.003474679496973,1.8,1.0,0,Engaged/Calm
round_4,phase2,18,1,D1_2,0,0.9547740680345644,6.617718258259476e-07,0.04522527019361,3.6,2.6666666666666665,3,Tense/Stressed
round_4,phase1,18,1,D1_2,2,4.209421695064669e-08,5.7172237495061995e-15,0.9999999579057794,1.2,1.5,2,Drained/Disengaged
round_1,phase3,18,1,D1_2,2,0.0002222429380416,0.0132528118157187,0.9865249452462403,1.0,0.8333333333333334,2,Drained/Disengaged
round_1,phase2,18,1,D1_2,2,2.316614121242321e-11,4.853098193985609e-19,0.9999999999768328,3.0,1.3333333333333333,1,Alert/Anxious
round_1,phase1,18,1,D1_2,2,2.1344942099660224e-05,0.0590876918354985,0.9408909632224014,1.8,1.0,0,Engaged/Calm
round_3,phase3,19,1,D1_2,0,0.7831594928163964,1.7635839172600894e-05,0.216822871344431,1.2,1.0,2,Drained/Disengaged
round_3,phase2,19,1,D1_2,2,0.0008022731061927,0.000419837505681,0.9987778893881278,2.2,1.0,0,Engaged/Calm
round_3,phase1,19,1,D1_2,1,0.1520970942832928,0.842964026527896,0.0049388791888106,1.4,1.0,2,Drained/Disengaged
round_2,phase3,19,1,D1_2,1,0.3306194749948539,0.4092113358193058,0.2601691891858413,1.2,1.0,2,Drained/Disengaged
round_2,phase2,19,1,D1_2,0,0.987862021844966,2.0054614666382745e-07,0.012137777608888,2.4,1.0,0,Engaged/Calm
round_2,phase1,19,1,D1_2,0,0.9169829663855844,0.0003699731289993,0.0826470604854178,1.0,1.0,2,Drained/Disengaged
round_4,phase3,19,1,D1_2,2,4.3703787583081697e-05,0.0007367334491072,0.9992195627633088,1.0,1.5,2,Drained/Disengaged
round_4,phase2,19,1,D1_2,0,0.9615294762612004,3.061110890690391e-11,0.0384705237081872,2.4,1.3333333333333333,1,Alert/Anxious
round_4,phase1,19,1,D1_2,1,0.3676821417199146,0.461290206426443,0.1710276518536406,1.0,1.1666666666666667,2,Drained/Disengaged
round_1,phase3,19,1,D1_2,1,0.0043083071575313,0.8917338494811091,0.103957843361358,1.0,1.0,2,Drained/Disengaged
round_1,phase2,19,1,D1_2,2,0.1158486892732163,8.788861304355789e-05,0.8840634221137397,2.0,1.1666666666666667,2,Drained/Disengaged
round_1,phase1,19,1,D1_2,1,0.0010720443935237,0.995509880243153,0.0034180753633229,1.0,1.0,2,Drained/Disengaged
round_3,phase3,20,0,D1_2,0,0.8609966542749938,0.0165340240696748,0.1224693216553306,2.0,0.8333333333333334,0,Engaged/Calm
round_3,phase2,20,0,D1_2,0,0.7370926052571063,2.131629932037579e-05,0.2628860784435715,3.8,1.8333333333333333,3,Tense/Stressed
round_3,phase1,20,0,D1_2,1,0.0262443776891111,0.9567065270981682,0.0170490952127177,1.2,0.8333333333333334,2,Drained/Disengaged
round_2,phase3,20,0,D1_2,0,0.9999440079789552,3.1970362853152195e-08,5.596005068298467e-05,2.4,1.0,0,Engaged/Calm
round_2,phase2,20,0,D1_2,1,0.1579161946371639,0.4247065405747847,0.417377264788051,3.0,2.0,3,Tense/Stressed
round_2,phase1,20,0,D1_2,2,1.8908330323331543e-05,3.0379440290858577e-10,0.99998109136588,1.8,0.8333333333333334,0,Engaged/Calm
round_4,phase3,20,0,D1_2,0,0.8959700586580129,0.0050956354552644,0.0989343058867222,1.8,1.5,2,Drained/Disengaged
round_4,phase2,20,0,D1_2,0,0.8275903259846769,0.0008466174068766,0.1715630566084451,3.2,2.6666666666666665,3,Tense/Stressed
round_4,phase1,20,0,D1_2,1,0.0060419420835098,0.9937014841619072,0.0002565737545847,3.0,0.8333333333333334,0,Engaged/Calm
round_1,phase3,20,0,D1_2,1,0.0170811737399468,0.877047429263727,0.1058713969963253,2.8,1.0,0,Engaged/Calm
round_1,phase2,20,0,D1_2,2,1.0543454465731522e-08,2.01182443360751e-06,0.9999979776321112,4.0,1.5,1,Alert/Anxious
round_1,phase1,20,0,D1_2,2,0.0046721796639724,1.644171395908548e-10,0.9953278201716106,2.2,1.6666666666666667,3,Tense/Stressed
round_3,phase3,21,1,D1_3,1,0.3246337963161926,0.6710093404720323,0.0043568632117748,2.4,1.5,1,Alert/Anxious
round_3,phase2,21,1,D1_3,0,0.5938229494791893,0.3946289347700653,0.0115481157507435,3.0,1.0,0,Engaged/Calm
round_3,phase1,21,1,D1_3,0,0.9974039329465412,5.669984069085017e-05,0.0025393672127665,1.6,1.0,2,Drained/Disengaged
round_2,phase3,21,1,D1_3,1,0.002123737268366,0.984176903586885,0.0136993591447501,1.6,1.0,2,Drained/Disengaged
round_2,phase2,21,1,D1_3,1,0.0824102367813584,0.8898769689686012,0.0277127942500407,3.0,0.8333333333333334,0,Engaged/Calm
round_2,phase1,21,1,D1_3,1,0.0004025157663677,0.9995383955134968,5.908872013679446e-05,2.6,1.1666666666666667,1,Alert/Anxious
round_4,phase3,21,1,D1_3,0,0.9986771209691404,0.0009999656640727,0.0003229133667864,1.4,1.1666666666666667,2,Drained/Disengaged
round_4,phase2,21,1,D1_3,0,0.9232778191560213,0.0259213987531673,0.0508007820908106,2.0,2.1666666666666665,3,Tense/Stressed
round_4,phase1,21,1,D1_3,2,2.3540108678481228e-08,2.2746043035138685e-24,0.99999997645989,1.8,1.5,2,Drained/Disengaged
round_1,phase3,21,1,D1_3,2,0.0005847335945902,0.0003079369198949,0.9991073294855138,2.2,2.5,3,Tense/Stressed
round_1,phase2,21,1,D1_3,2,4.3686424576983496e-11,1.490640129996721e-05,0.9999850935550132,2.6,2.1666666666666665,3,Tense/Stressed
round_1,phase1,21,1,D1_3,2,0.0352221572168462,2.9568359122797535e-08,0.9647778132147932,2.6,1.0,0,Engaged/Calm
round_3,phase3,22,0,D1_3,0,0.977777967292992,0.0092346638251838,0.012987368881823,2.6,0.8333333333333334,0,Engaged/Calm
round_3,phase2,22,0,D1_3,0,0.7559692480798061,0.1071043707758256,0.1369263811443689,3.6,0.8333333333333334,0,Engaged/Calm
round_3,phase1,22,0,D1_3,1,0.0374540752460584,0.9618328826904228,0.0007130420635203,2.6,0.8333333333333334,0,Engaged/Calm
round_2,phase3,22,0,D1_3,2,5.83004615203152e-11,1.311067352940634e-06,0.9999986888743456,2.6,0.8333333333333334,0,Engaged/Calm
round_2,phase2,22,0,D1_3,2,1.7223309955837385e-05,0.0026402011839739,0.9973425755060707,4.0,0.8333333333333334,0,Engaged/Calm
round_2,phase1,22,0,D1_3,2,0.0770780950865375,0.4550628927156603,0.4678590121978029,2.4,1.3333333333333333,1,Alert/Anxious
round_4,phase3,22,0,D1_3,0,0.9914547775940228,0.0015067189627051,0.007038503443273,2.0,1.1666666666666667,2,Drained/Disengaged
round_4,phase2,22,0,D1_3,0,0.7134058545409241,0.2480512807005289,0.038542864758548,3.8,1.1666666666666667,1,Alert/Anxious
round_4,phase1,22,0,D1_3,0,0.9975776446919968,6.126905885192205e-08,0.0024222940389444,2.4,0.8333333333333334,0,Engaged/Calm
round_1,phase3,22,0,D1_3,0,0.9934659005656196,2.818140716710218e-09,0.0065340966162377,2.4,1.5,1,Alert/Anxious
round_1,phase2,22,0,D1_3,2,2.6272641331751975e-05,2.5457107033411277e-06,0.999971181647966,3.2,2.1666666666666665,3,Tense/Stressed
round_1,phase1,22,0,D1_3,2,0.0530424827336063,0.2777028924748983,0.6692546247914939,2.0,1.3333333333333333,2,Drained/Disengaged
round_3,phase3,23,0,D1_3,1,0.0662136557351314,0.9190541462259504,0.0147321980389189,3.0,1.0,0,Engaged/Calm
round_3,phase2,23,0,D1_3,1,0.0107487576519343,0.9668104250838646,0.0224408172642012,4.2,1.3333333333333333,1,Alert/Anxious
round_3,phase1,23,0,D1_3,0,0.9196818604685466,2.0714740498299352e-05,0.0802974247909567,3.4,1.1666666666666667,1,Alert/Anxious
round_2,phase3,23,0,D1_3,2,0.0003725021119782,0.225195943856433,0.774431554031589,3.4,1.1666666666666667,1,Alert/Anxious
round_2,phase2,23,0,D1_3,1,0.2110618946491609,0.7708782705691962,0.0180598347816427,3.4,2.5,3,Tense/Stressed
round_2,phase1,23,0,D1_3,0,0.9927727459821029,1.983904497785589e-06,0.0072252701133977,2.0,1.0,0,Engaged/Calm
round_4,phase3,23,0,D1_3,0,0.9987486575631226,3.137734203236191e-06,0.0012482047026731,3.2,0.8333333333333334,0,Engaged/Calm
round_4,phase2,23,0,D1_3,0,0.7606526485649124,0.0002408633546825,0.2391064880804052,4.2,1.3333333333333333,1,Alert/Anxious
round_4,phase1,23,0,D1_3,2,1.8221942959614452e-05,3.4994897394220356e-15,0.9999817780570373,2.8,0.8333333333333334,0,Engaged/Calm
round_1,phase3,23,0,D1_3,1,0.0008669531179765,0.9287717849574364,0.0703612619245881,2.6,1.1666666666666667,1,Alert/Anxious
round_1,phase2,23,0,D1_3,2,3.495833485978006e-16,8.956779564634844e-12,0.99999999999104,2.8,1.6666666666666667,3,Tense/Stressed
round_1,phase1,23,0,D1_3,0,0.998271909026348,0.0003762999132003,0.0013517910604515,2.0,1.1666666666666667,2,Drained/Disengaged
round_3,phase3,24,1,D1_3,1,0.1721458939491174,0.8261873261491736,0.0016667799017089,3.4,1.5,1,Alert/Anxious
round_3,phase2,24,1,D1_3,1,0.0214837708401096,0.8777226778194608,0.1007935513404284,4.2,1.6666666666666667,1,Alert/Anxious
round_3,phase1,24,1,D1_3,2,3.380934905656997e-15,9.097916912408311e-11,0.9999999999090186,3.4,1.1666666666666667,1,Alert/Anxious
round_2,phase3,24,1,D1_3,1,0.0487366220911552,0.9494871855021798,0.0017761924066654,3.4,1.1666666666666667,1,Alert/Anxious
round_2,phase2,24,1,D1_3,1,0.0980526684523002,0.7520594798188778,0.1498878517288218,4.2,1.6666666666666667,1,Alert/Anxious
round_2,phase1,24,1,D1_3,2,7.457848032029064e-05,0.0022631798593582,0.997662241660323,3.8,1.0,0,Engaged/Calm
round_4,phase3,24,1,D1_3,0,0.99997748157524,7.792550278360243e-09,2.2510632207925265e-05,2.8,1.1666666666666667,1,Alert/Anxious
round_4,phase2,24,1,D1_3,0,0.97271056964177,0.0045738365744921,0.0227155937837372,4.6,2.3333333333333335,3,Tense/Stressed
round_4,phase1,24,1,D1_3,0,0.9992479437286385,2.9497271113630353e-09,0.0007520533216358,3.8,1.3333333333333333,1,Alert/Anxious
round_1,phase3,24,1,D1_3,2,0.0002190742025633,0.0001761607620673,0.9996047650353712,3.6,1.3333333333333333,1,Alert/Anxious
round_1,phase2,24,1,D1_3,2,0.0388353100005008,1.251775352227973e-06,0.9611634382241482,3.6,1.5,1,Alert/Anxious
round_1,phase1,24,1,D1_3,1,0.3291625034049987,0.3729664070806309,0.2978710895143703,3.6,1.1666666666666667,1,Alert/Anxious
round_3,phase3,25,0,D1_5,0,0.9545839050121594,0.0008382465289522,0.0445778484588883,2.2,2.3333333333333335,3,Tense/Stressed
round_3,phase2,25,0,D1_5,2,3.926981096062356e-12,2.351657920213038e-06,0.9999976483381527,1.8,2.3333333333333335,3,Tense/Stressed
round_3,phase1,25,0,D1_5,0,0.9340475854827296,0.0013045603439356,0.0646478541733353,1.0,1.1666666666666667,2,Drained/Disengaged
round_2,phase3,25,0,D1_5,2,2.6715167490129165e-07,9.916000565967472e-10,0.9999997318567256,1.4,2.5,3,Tense/Stressed
round_2,phase2,25,0,D1_5,2,0.1421612579088001,2.5734410385772026e-12,0.857838742088626,2.8,2.5,3,Tense/Stressed
round_2,phase1,25,0,D1_5,1,0.1180307768893416,0.8754899439254376,0.0064792791852195,1.8,2.1666666666666665,3,Tense/Stressed
round_4,phase3,25,0,D1_5,2,0.0001856570712673,9.831427930768728e-11,0.9998143428304171,1.6,1.0,2,Drained/Disengaged
round_4,phase2,25,0,D1_5,0,0.8489567355112398,0.0003076697737926,0.150735594714969,3.4,1.1666666666666667,1,Alert/Anxious
round_4,phase1,25,0,D1_5,0,0.948045877558165,0.0423921240309528,0.0095619984108833,1.0,1.1666666666666667,2,Drained/Disengaged
round_1,phase3,25,0,D1_5,2,0.0293049924334195,0.4673757521300834,0.5033192554364971,2.0,1.1666666666666667,2,Drained/Disengaged
round_1,phase2,25,0,D1_5,1,0.1744752453546964,0.815795484016065,0.0097292706292376,2.8,1.1666666666666667,1,Alert/Anxious
round_1,phase1,25,0,D1_5,1,0.0022912940775391,0.986934083798518,0.0107746221239442,1.6,1.6666666666666667,3,Tense/Stressed
round_3,phase3,26,1,D1_5,2,0.0034462857819414,3.099608517200432e-09,0.99655371111845,1.8,1.6666666666666667,3,Tense/Stressed
round_3,phase2,26,1,D1_5,0,0.5529533565300989,0.4178262259799819,0.0292204174899189,1.8,2.0,3,Tense/Stressed
round_3,phase1,26,1,D1_5,0,0.9999761716568386,1.2824956690538065e-14,2.382834314722132e-05,3.0,1.3333333333333333,1,Alert/Anxious
round_2,phase3,26,1,D1_5,1,0.0003380109784895,0.9752033293114264,0.0244586597100849,2.2,2.0,3,Tense/Stressed
round_2,phase2,26,1,D1_5,2,3.097818165549626e-11,1.7290352095005132e-08,0.99999998267867,2.4,1.3333333333333333,1,Alert/Anxious
round_2,phase1,26,1,D1_5,0,0.996721473759998,0.0005324200287524,0.002746106211248,2.8,1.0,0,Engaged/Calm
round_4,phase3,26,1,D1_5,1,0.0059031408286104,0.9663481710824358,0.0277486880889527,1.4,2.1666666666666665,3,Tense/Stressed
round_4,phase2,26,1,D1_5,2,0.0360426996896763,0.0533688161875394,0.9105884841227838,1.6,2.5,3,Tense/Stressed
round_4,phase1,26,1,D1_5,0,0.7200249466850774,2.625927110930166e-05,0.2799487940438148,3.0,1.3333333333333333,1,Alert/Anxious
round_1,phase3,26,1,D1_5,1,0.1964038945860536,0.7034617043854761,0.10013440102847,3.2,1.1666666666666667,1,Alert/Anxious
round_1,phase2,26,1,D1_5,2,1.2963141187626368e-08,3.722913300694019e-09,0.9999999833139448,3.6,1.5,1,Alert/Anxious
round_1,phase1,26,1,D1_5,0,0.7457681399087667,0.2413939912213871,0.0128378688698465,3.0,1.0,0,Engaged/Calm
