UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,UMAP6,UMAP7,UMAP8,UMAP9,UMAP10,Round,Phase,Individual,Puzzler,Cohort
9.159415,2.014261,5.5062485,3.5380104,7.798623,4.707773,1.3356721,10.447146,2.7334538,0.40819374,round_3,phase3,14,0,D1_1
9.1807995,1.9351555,5.652952,3.4433284,7.828122,4.820043,1.4386959,10.423896,2.6612463,0.10807926,round_3,phase2,14,0,D1_1
9.246752,1.8295792,5.8224573,3.153967,7.517374,4.5428476,0.6661636,9.928951,1.7739573,0.08530356,round_3,phase1,14,0,D1_1
9.147557,1.345458,6.088343,2.5957768,8.033406,3.947276,0.87888974,10.354571,1.663199,-0.43181536,round_2,phase3,14,0,D1_1
8.60263,0.2457465,6.2089825,3.2524629,7.583135,2.8645408,0.5600259,9.825375,1.8254682,0.5542789,round_2,phase2,14,0,D1_1
9.026092,1.3385571,6.079097,2.425116,8.110679,4.118722,1.0551151,10.360369,1.9316372,-0.5171518,round_2,phase1,14,0,D1_1
9.10189,1.9798917,5.456199,3.6511407,7.8529797,4.6200895,1.3420274,10.530868,2.7763636,0.5930914,round_4,phase3,14,0,D1_1
9.061113,1.5397682,5.8269877,3.3427627,7.765719,4.510837,1.2053307,10.306921,2.372844,-0.0040201247,round_4,phase2,14,0,D1_1
8.938142,1.4144552,5.951329,2.5673633,7.923351,4.392756,1.1527005,10.37773,2.2216125,-0.48200917,round_4,phase1,14,0,D1_1
8.695799,0.4979549,6.0907,2.6024902,7.6816754,3.5282633,0.7491781,10.383145,1.9272192,-0.41127175,round_1,phase3,14,0,D1_1
9.170227,1.7647815,5.8318048,3.1055908,7.585686,4.4661446,0.64959407,10.018823,1.6983267,0.015304429,round_1,phase2,14,0,D1_1
8.975576,1.0684005,5.9153914,3.3310623,7.488851,3.90346,0.91842085,10.058282,2.2972372,0.2517741,round_1,phase1,14,0,D1_1
8.595073,1.8101046,5.606265,1.5557077,8.631276,3.9580216,0.7388191,10.619474,1.6951014,0.21245904,round_3,phase3,15,1,D1_2
7.9993677,1.6064409,5.270811,1.4917498,8.066223,4.016203,0.6733452,10.545018,2.2677517,0.66095084,round_3,phase2,15,1,D1_2
7.8045816,1.8487442,5.159004,0.5649839,8.613027,3.4938104,0.600465,10.751514,1.9481198,0.78603673,round_3,phase1,15,1,D1_2
7.464563,1.3907056,5.0574064,0.26864752,8.5363455,3.560809,0.38850662,10.84889,2.0072072,0.67788655,round_2,phase3,15,1,D1_2
7.546611,1.4003284,5.109546,0.17278181,8.667927,3.782832,0.25708526,10.753142,1.8507353,0.60196424,round_2,phase2,15,1,D1_2
9.043471,1.3971206,6.090158,1.9522972,8.675995,3.6318343,0.6644954,10.490174,1.1786598,-0.24908008,round_2,phase1,15,1,D1_2
7.346848,1.6527766,4.839287,0.19313891,8.613204,3.4751115,0.47524178,11.0063925,2.221756,0.91257715,round_4,phase3,15,1,D1_2
7.402911,1.3804442,5.0519476,0.021186098,8.661407,3.57594,0.3006618,10.800126,1.9054855,0.73788506,round_4,phase2,15,1,D1_2
7.5132713,1.3308649,5.12347,0.13837935,8.660478,3.7187579,0.25304806,10.750087,1.8435721,0.61393076,round_4,phase1,15,1,D1_2
7.257706,1.4384403,4.880641,-0.047224127,8.664118,3.5683424,0.31329796,10.952286,2.0535371,0.7795028,round_1,phase3,15,1,D1_2
7.367577,1.3391767,4.98977,-0.04977049,8.733097,3.7540226,0.18112575,10.862362,1.8647186,0.66446054,round_1,phase2,15,1,D1_2
7.4919505,1.3932784,5.0561333,0.08549468,8.69791,3.8297255,0.20003459,10.766806,1.8467946,0.6050646,round_1,phase1,15,1,D1_2
8.641548,2.407731,5.212724,2.2413445,8.499408,4.3603325,0.9098029,10.6445265,2.1556013,1.002168,round_3,phase3,16,0,D1_2
7.922074,1.2836568,5.2870793,1.3079497,8.062035,3.9168167,0.61421573,10.743758,2.2605288,0.30269864,round_3,phase2,16,0,D1_2
8.484917,2.0685098,5.2813845,1.9524735,8.527104,4.056227,0.84824693,10.808918,2.0476656,0.6839936,round_3,phase1,16,0,D1_2
8.514305,2.388291,5.1548505,2.0730429,8.528527,4.2693048,0.84605914,10.65655,2.1517131,1.0952933,round_2,phase3,16,0,D1_2
7.7623773,1.7266364,5.0080304,1.0759574,8.579661,3.6973553,0.6332176,11.062478,2.2835693,0.70231235,round_2,phase2,16,0,D1_2
8.6281,2.2034633,5.269658,2.1941886,8.565373,4.223811,0.9673307,10.8483,2.1318774,0.669761,round_2,phase1,16,0,D1_2
8.407753,1.780862,5.3534575,1.958306,8.297839,3.9124115,0.7174437,10.648401,2.0342515,0.6717991,round_4,phase3,16,0,D1_2
8.499131,1.7776906,5.3903375,2.1073556,7.9359217,4.2699366,0.620759,10.294133,2.2101672,0.5538255,round_4,phase2,16,0,D1_2
7.9778113,1.8005462,5.1534266,1.1381747,8.484072,3.7480817,0.6858303,10.796971,2.0573874,0.8166261,round_4,phase1,16,0,D1_2
7.5147557,1.7911775,4.8914337,0.38480052,8.585315,3.547608,0.5241373,10.925282,2.2523024,0.93766814,round_1,phase3,16,0,D1_2
7.6994376,1.8824911,5.022552,0.5165924,8.63507,3.54091,0.58649534,10.8700485,2.0834866,0.85396105,round_1,phase2,16,0,D1_2
7.744953,1.6962274,5.0391736,0.89596653,8.551728,3.6984608,0.5800057,10.927334,2.1832373,0.75867546,round_1,phase1,16,0,D1_2
8.508636,1.8237331,5.5447836,1.457633,8.647526,3.9212964,0.7195933,10.646899,1.7334201,0.28526,round_3,phase3,17,0,D1_2
7.9227395,1.5222524,5.1951604,1.5508454,8.135881,3.9290946,0.6397431,10.632421,2.2694063,0.7597484,round_3,phase2,17,0,D1_2
7.822321,1.8791436,5.14027,0.60012496,8.6221285,3.5327282,0.617379,10.772206,1.9723206,0.7988512,round_3,phase1,17,0,D1_2
8.101412,1.6143767,5.3830624,0.7957931,8.663268,3.8784637,0.44489548,10.606286,1.7471081,0.45028594,round_2,phase3,17,0,D1_2
7.680069,1.7005239,5.139723,0.4305599,8.563187,3.3950667,0.56146574,10.7450905,1.9837984,0.82314855,round_2,phase2,17,0,D1_2
7.8457923,1.8145213,5.0177317,1.2667747,8.605438,3.6498206,0.6958165,11.097603,2.304255,0.75730366,round_2,phase1,17,0,D1_2
8.033594,1.8591403,5.2139745,0.99683046,8.660671,3.762692,0.64916825,10.8313675,2.0333428,0.60726345,round_4,phase3,17,0,D1_2
7.9270353,1.4298724,5.246974,1.3232329,8.0733185,3.9728224,0.6264998,10.679085,2.2710018,0.44800395,round_4,phase2,17,0,D1_2
7.904067,1.6978122,5.1499557,1.1486894,8.589291,3.66539,0.65326667,10.948835,2.1908426,0.6230646,round_4,phase1,17,0,D1_2
7.3450418,1.6494132,4.828191,0.14285432,8.61705,3.5130484,0.4248079,10.986205,2.2299156,0.9042238,round_1,phase3,17,0,D1_2
7.499603,1.792846,4.909799,0.26996273,8.530206,3.5367475,0.49607655,10.794009,2.2385395,1.0139948,round_1,phase2,17,0,D1_2
8.064272,1.6972983,5.367756,0.87479407,8.60677,3.7584171,0.54159784,10.558447,1.8827895,0.53523976,round_1,phase1,17,0,D1_2
8.645735,2.2424877,5.2976937,2.0828745,8.552017,4.3147535,0.915639,10.776704,2.087925,0.6131902,round_3,phase3,18,1,D1_2
9.075308,1.5383655,6.0312037,1.9337571,8.735916,3.7258863,0.6897411,10.52666,1.194588,-0.19301681,round_3,phase2,18,1,D1_2
9.2162485,1.525539,6.0620837,2.258895,8.691371,3.6272337,0.6698561,10.556005,1.1149688,-0.13610376,round_3,phase1,18,1,D1_2
8.554181,2.2133682,5.206327,2.117825,8.599377,4.212935,0.95285624,10.902757,2.178314,0.7088008,round_2,phase3,18,1,D1_2
7.663073,1.3107535,5.1013784,0.96415293,8.445091,3.7384124,0.492334,10.937375,2.2088716,0.5222805,round_2,phase2,18,1,D1_2
7.5642133,1.4277667,4.993164,0.6450459,8.582208,3.8217363,0.38659132,10.968655,2.1198044,0.59559166,round_2,phase1,18,1,D1_2
7.7613807,1.0849085,5.270206,1.1998048,8.2816,3.6678777,0.53121996,10.804232,2.2170665,0.3945973,round_4,phase3,18,1,D1_2
7.734541,1.1774651,5.2050743,1.1312875,8.323073,3.7153141,0.5280775,10.840155,2.2317128,0.45278975,round_4,phase2,18,1,D1_2
7.568572,1.3695306,5.0751,0.68356067,8.34844,3.6078107,0.5036821,10.8878145,2.201581,0.6254784,round_4,phase1,18,1,D1_2
7.3744926,1.3357296,4.9932647,0.1197281,8.676879,3.814791,0.22203358,10.890718,1.9334077,0.58248985,round_1,phase3,18,1,D1_2
7.241365,1.3372717,4.8987145,-0.10350367,8.686724,3.6341307,0.2333147,10.941823,1.9942307,0.71274054,round_1,phase2,18,1,D1_2
7.399831,1.3019209,4.961457,0.18351355,8.702504,3.8881438,0.18626168,10.93873,1.9462315,0.52395797,round_1,phase1,18,1,D1_2
6.8936234,1.557703,4.6604657,-0.76127476,8.725727,3.3032007,0.44162497,10.946919,2.2327445,1.121287,round_3,phase3,19,1,D1_2
6.929848,1.4675751,4.713535,-0.73859346,8.682677,3.272453,0.4263145,10.852294,2.2309253,1.2076895,round_3,phase2,19,1,D1_2
6.9575706,1.4564427,4.733822,-0.68375397,8.69089,3.2908902,0.4060556,10.888828,2.2174969,1.1606184,round_3,phase1,19,1,D1_2
7.0360055,1.5312568,4.7428365,-0.45058474,8.714257,3.3734865,0.43593696,10.953039,2.1682255,1.0481833,round_2,phase3,19,1,D1_2
6.940521,1.5229903,4.692117,-0.67111695,8.685854,3.2989674,0.45338184,10.911429,2.2233043,1.1184258,round_2,phase2,19,1,D1_2
6.961409,1.5718676,4.673195,-0.56800413,8.733599,3.3704166,0.43884885,10.984003,2.2109175,1.0744796,round_2,phase1,19,1,D1_2
6.9154387,1.3954796,4.743513,-0.7899225,8.682915,3.2658107,0.4011962,10.7868185,2.2265193,1.2740984,round_4,phase3,19,1,D1_2
6.9879804,1.4815195,4.744179,-0.6290982,8.6651745,3.282525,0.43027425,10.876646,2.2097673,1.1190016,round_4,phase2,19,1,D1_2
6.905743,1.5414866,4.658809,-0.6949508,8.730739,3.3374794,0.43711844,10.945721,2.199835,1.1362929,round_4,phase1,19,1,D1_2
7.1194754,1.5523275,4.7148867,-0.27749726,8.68727,3.4870112,0.31990027,11.0145235,2.2118204,0.94635093,round_1,phase3,19,1,D1_2
7.1035333,1.5766608,4.6753244,-0.30903977,8.61247,3.4107847,0.31195763,10.988315,2.3254995,1.017695,round_1,phase2,19,1,D1_2
7.019547,1.5009357,4.6853786,-0.4466087,8.687065,3.4296522,0.31876153,10.970081,2.235838,0.998895,round_1,phase1,19,1,D1_2
7.7221127,1.2319236,5.244614,0.92417824,8.42525,3.5719154,0.52349246,10.79018,2.1346521,0.5048991,round_3,phase3,20,0,D1_2
7.395529,1.4449342,5.022378,0.16250059,8.560208,3.3568947,0.466678,10.828086,2.0696354,0.8700796,round_3,phase2,20,0,D1_2
7.8316135,1.8351834,5.001392,1.3175794,8.632933,3.6091228,0.7246756,11.147924,2.321082,0.7709473,round_3,phase1,20,0,D1_2
8.203637,0.47334003,5.7019796,2.757478,7.716923,3.278845,0.6506545,10.281832,2.3194764,0.60926425,round_2,phase3,20,0,D1_2
7.4268484,1.5341481,5.00038,0.16457325,8.599353,3.363612,0.50987995,10.862674,2.066385,0.8944062,round_2,phase2,20,0,D1_2
7.654731,1.7006842,4.9719343,0.86824334,8.561773,3.597522,0.60952604,11.055156,2.2949533,0.7633089,round_2,phase1,20,0,D1_2
7.785703,1.3773518,5.283661,0.63886374,8.539906,3.6242595,0.43813553,10.639281,1.9349794,0.5606085,round_4,phase3,20,0,D1_2
7.492636,1.4301529,5.0784597,0.33157346,8.532446,3.389083,0.48441488,10.805315,2.072098,0.802984,round_4,phase2,20,0,D1_2
7.83233,1.5444884,5.1614714,1.091428,8.355483,3.517412,0.6417222,10.76949,2.1085925,0.8905984,round_4,phase1,20,0,D1_2
7.4028554,1.3800241,5.064723,0.07181311,8.638112,3.508477,0.35294265,10.814681,1.9432865,0.753801,round_1,phase3,20,0,D1_2
7.1983113,1.6383187,4.7635403,-0.08470775,8.627241,3.3829646,0.45111907,11.008304,2.2611492,1.0119902,round_1,phase2,20,0,D1_2
7.359992,1.2669793,5.0638976,0.026116153,8.62138,3.6127176,0.2613543,10.8189535,1.9096221,0.6542178,round_1,phase1,20,0,D1_2
8.661022,1.7074195,5.3893995,3.7016153,7.823467,4.1992545,1.2346965,10.453812,2.893991,1.0149394,round_3,phase3,21,1,D1_3
8.762826,1.733964,5.393699,3.6098378,7.931522,4.2507873,1.3018123,10.597021,2.8338637,0.8009525,round_3,phase2,21,1,D1_3
8.736082,1.5664861,5.5410647,3.446438,7.9422374,4.2009997,1.3367496,10.583903,2.7760034,0.48191983,round_3,phase1,21,1,D1_3
8.349582,1.3969305,5.2671466,3.3470197,7.854117,3.8823445,1.0656294,10.512887,2.889749,1.2009865,round_2,phase3,21,1,D1_3
8.539537,1.5345926,5.2879624,3.5122244,7.8968935,4.020952,1.1718426,10.601538,2.8626475,1.0785027,round_2,phase2,21,1,D1_3
8.735904,1.763618,5.363083,3.4750817,8.030318,4.225395,1.3106563,10.699262,2.7874572,0.7620814,round_2,phase1,21,1,D1_3
8.58504,1.6253085,5.313206,3.646347,7.89937,4.130561,1.2546984,10.566471,2.9435427,1.0037193,round_4,phase3,21,1,D1_3
8.669216,1.405719,5.628242,3.3171673,7.9230533,4.108115,1.3235646,10.532653,2.7596662,0.34589115,round_4,phase2,21,1,D1_3
8.2113,1.2824882,5.343431,2.5745525,7.928396,3.779772,0.7711396,10.453613,2.5293472,0.9708347,round_4,phase1,21,1,D1_3
8.049718,1.1733718,5.270485,2.690124,7.9538436,3.6104338,0.7940843,10.483704,2.6597395,1.2031375,round_1,phase3,21,1,D1_3
8.478211,1.5537264,5.297397,3.531277,7.9022813,3.9901364,1.1541518,10.533723,2.8792565,1.1583471,round_1,phase2,21,1,D1_3
8.270825,1.2465454,5.523226,3.111618,8.081149,3.3313377,0.73020446,10.249859,2.258389,1.4573784,round_1,phase1,21,1,D1_3
8.659778,1.6929587,5.542809,3.4297936,8.2080765,3.5857897,0.9451415,10.3495245,2.1355174,1.4627061,round_3,phase3,22,0,D1_3
8.517433,1.6313713,5.4426622,3.5676942,8.070665,3.7351124,0.9961608,10.3839655,2.4818232,1.3931354,round_3,phase2,22,0,D1_3
8.594359,1.8303608,5.4431443,3.3886652,8.209482,3.7485106,0.9614369,10.369287,2.2528002,1.4906726,round_3,phase1,22,0,D1_3
8.592011,1.8495305,5.4269433,3.3362374,8.248017,3.7412367,0.97193044,10.417515,2.2504964,1.497042,round_2,phase3,22,0,D1_3
8.414235,1.8015168,5.438874,3.0050187,8.220847,3.7032154,0.697773,10.119888,2.109056,1.6209874,round_2,phase2,22,0,D1_3
8.424926,1.8686485,5.4404044,2.7768407,8.263369,3.8031497,0.6657531,10.103331,2.0617588,1.5189823,round_2,phase1,22,0,D1_3
8.275584,1.4230441,5.354013,3.4661295,8.044775,3.5927308,0.9450255,10.398564,2.6099794,1.533272,round_4,phase3,22,0,D1_3
8.466177,1.7128301,5.435831,3.3839521,8.140757,3.6742792,0.8552448,10.252613,2.2876875,1.581475,round_4,phase2,22,0,D1_3
8.686042,1.772929,5.477663,3.524752,8.113444,3.8153467,0.99417037,10.41035,2.2916152,1.3059123,round_4,phase1,22,0,D1_3
8.980114,1.7602603,5.691123,3.2159698,7.7049155,4.1234264,0.5532917,10.030582,1.7386904,0.6447728,round_1,phase3,22,0,D1_3
8.453611,1.7706974,5.4736176,3.050623,8.147608,3.635816,0.64433616,10.052863,2.033787,1.6604754,round_1,phase2,22,0,D1_3
8.414348,1.9292235,5.3910723,2.8010085,8.2028055,3.8154638,0.6190177,10.055119,2.0618978,1.6468445,round_1,phase1,22,0,D1_3
8.374755,0.041912835,6.1457367,3.5901873,7.4035873,2.42432,0.42050052,9.624358,1.9297469,1.3251128,round_3,phase3,23,0,D1_3
8.553933,0.68093807,5.9827867,3.550582,7.6981373,2.732224,0.49877056,9.758886,1.8027773,1.3907821,round_3,phase2,23,0,D1_3
8.367077,-0.01025225,6.1019864,3.491444,7.351234,2.3859863,0.3242205,9.572699,1.9074045,1.3030607,round_3,phase1,23,0,D1_3
8.383969,0.32791576,6.0768814,3.5091686,7.6220098,2.7338374,0.5714924,9.802894,1.9725479,1.1770488,round_2,phase3,23,0,D1_3
9.103768,1.7184387,5.855166,2.6497002,8.1636095,3.9455552,0.5490406,10.057743,1.5562059,0.6405524,round_2,phase2,23,0,D1_3
8.376149,0.10643434,6.0305986,3.2883887,7.434292,2.5315254,0.33991367,9.691562,1.8955816,1.0967396,round_2,phase1,23,0,D1_3
8.502534,0.33576873,6.118537,3.5420382,7.612621,2.4316893,0.35812944,9.597855,1.709364,1.3387022,round_4,phase3,23,0,D1_3
8.433151,0.0043299557,6.1614184,3.3623006,7.3841724,2.439261,0.36417887,9.659328,1.8219315,1.0340747,round_4,phase2,23,0,D1_3
8.225585,1.1900785,5.4976864,1.6058954,7.8677735,4.0576224,0.68451136,10.648842,2.2087846,-0.030850215,round_4,phase1,23,0,D1_3
8.36995,0.087400295,6.0977597,3.655878,7.424395,2.3929582,0.41920212,9.6001835,1.9044122,1.4698942,round_1,phase3,23,0,D1_3
8.517585,0.7450991,5.9771876,3.5831387,7.7609215,2.8067653,0.5694257,9.826811,1.8586665,1.3607352,round_1,phase2,23,0,D1_3
8.436092,0.16608226,6.0726314,3.3106792,7.4946704,2.6086116,0.4027673,9.732212,1.8730417,0.991639,round_1,phase1,23,0,D1_3
8.688502,1.6762741,5.4544544,3.7377598,7.954936,4.038024,1.2136697,10.460243,2.7065604,1.0554667,round_3,phase3,24,1,D1_3
8.289139,1.3528818,5.400606,3.4797764,7.9755545,3.6226108,0.9605272,10.375972,2.6608815,1.4066231,round_3,phase2,24,1,D1_3
8.208542,1.2997594,5.3564696,3.2812614,8.000114,3.534936,0.8851666,10.3949995,2.6027873,1.4649186,round_3,phase1,24,1,D1_3
8.57803,1.6616223,5.4070625,3.6239371,8.05793,3.8328016,1.0923833,10.471959,2.5538378,1.3262475,round_2,phase3,24,1,D1_3
8.920335,1.8683676,5.4188566,3.7434607,7.8956914,4.346673,1.3103642,10.5259695,2.7784328,0.83153963,round_2,phase2,24,1,D1_3
8.64513,1.6481028,5.352328,3.6215248,7.9046702,4.122703,1.2554331,10.560905,2.8777907,0.9906698,round_2,phase1,24,1,D1_3
8.419047,1.5520916,5.3589664,3.6010566,8.105899,3.6765528,1.0629101,10.492545,2.572403,1.4950594,round_4,phase3,24,1,D1_3
8.567654,1.6362625,5.386789,3.7542725,7.837626,4.102807,1.204417,10.413484,2.888871,1.1007322,round_4,phase2,24,1,D1_3
8.865978,1.6283339,5.558403,3.7585177,7.8179116,4.16502,1.2516307,10.418173,2.6929383,0.76685846,round_4,phase1,24,1,D1_3
8.297177,1.4424433,5.4112496,3.3333788,8.093132,3.506332,0.84623814,10.314394,2.408942,1.5712285,round_1,phase3,24,1,D1_3
8.560187,1.7090126,5.4222503,3.681763,8.162619,3.7019355,1.0499643,10.444927,2.4304285,1.5225636,round_1,phase2,24,1,D1_3
8.352422,1.4079949,5.453303,3.4669902,8.042354,3.5195174,0.91710705,10.358352,2.5087502,1.4773868,round_1,phase1,24,1,D1_3
8.147484,0.60480654,5.5868444,2.9127681,7.736631,3.2579436,0.65962553,10.265664,2.4269238,0.94992095,round_3,phase3,25,0,D1_5
7.8547473,1.7866609,5.0221295,1.4235762,8.60534,3.5690022,0.73138416,11.159144,2.3532243,0.75246644,round_3,phase2,25,0,D1_5
8.036464,1.1517631,5.2599096,3.239164,7.9471617,3.5013533,0.87314665,10.436375,2.7773712,1.5336636,round_3,phase1,25,0,D1_5
7.9203463,0.9779597,5.2779684,2.706293,7.9232287,3.4385607,0.75410324,10.475182,2.6906924,1.2758505,round_2,phase3,25,0,D1_5
8.313458,0.43292654,5.780393,3.0812871,7.600504,3.1077237,0.60470986,10.102967,2.263898,0.8393149,round_2,phase2,25,0,D1_5
7.9526377,0.96689075,5.291977,3.0901191,7.894716,3.4045184,0.800954,10.410499,2.7604444,1.4601214,round_2,phase1,25,0,D1_5
7.917583,0.91079307,5.318137,2.8025312,7.897737,3.3674698,0.74278766,10.423251,2.6788368,1.3359671,round_4,phase3,25,0,D1_5
8.248253,0.6385684,5.6495447,3.1431596,7.7113757,3.2070146,0.68971616,10.200714,2.3894477,1.0394666,round_4,phase2,25,0,D1_5
8.053124,0.81041396,5.4306545,3.0678816,7.823099,3.3084123,0.74401295,10.34363,2.6025786,1.2702501,round_4,phase1,25,0,D1_5
7.95332,1.0065857,5.276916,3.088807,7.9111395,3.4210079,0.8109454,10.422048,2.766481,1.479677,round_1,phase3,25,0,D1_5
8.323797,1.2922606,5.2658362,3.363284,7.864034,3.7583866,1.0314147,10.556317,2.8393657,1.2444361,round_1,phase2,25,0,D1_5
8.306999,1.3454758,5.2440176,3.3963506,7.9062524,3.7374885,1.0312579,10.558707,2.8296428,1.3492391,round_1,phase1,25,0,D1_5
8.41583,-0.0085570775,6.1750903,3.4783838,7.3898926,2.3972995,0.37262344,9.631814,1.8485074,1.1688368,round_3,phase3,26,1,D1_5
8.418238,0.16749367,6.097664,3.6261213,7.5018826,2.4667404,0.43461618,9.628508,1.8655505,1.3616097,round_3,phase2,26,1,D1_5
8.428214,0.16942777,6.1070375,3.3816168,7.506761,2.4598405,0.36454475,9.672186,1.7851194,1.1322322,round_3,phase1,26,1,D1_5
8.39256,0.23512189,6.097375,3.6094537,7.556941,2.523524,0.48573014,9.704716,1.9116219,1.3624837,round_2,phase3,26,1,D1_5
8.353916,0.38343376,6.0008154,3.4091015,7.658821,2.610999,0.46590772,9.776444,1.8859425,1.2868576,round_2,phase2,26,1,D1_5
8.436792,0.1253075,6.150201,3.6961606,7.454278,2.4099562,0.38942733,9.565616,1.8955603,1.4131588,round_2,phase1,26,1,D1_5
8.32476,0.38117665,6.0113406,3.5322835,7.6664076,2.634261,0.5325708,9.783542,1.9740546,1.4144685,round_4,phase3,26,1,D1_5
8.240161,1.1051693,5.505244,3.3211906,7.9520574,3.316533,0.77826977,10.268036,2.4139569,1.4445821,round_4,phase2,26,1,D1_5
8.348032,0.13435519,6.101379,3.5273323,7.5197825,2.625821,0.5391042,9.813457,2.0157535,1.1584219,round_4,phase1,26,1,D1_5
8.449141,0.20194058,6.1368675,3.4932606,7.546012,2.5313697,0.44716957,9.713983,1.852411,1.1651914,round_1,phase3,26,1,D1_5
8.446045,0.2321323,6.089007,3.306397,7.5866594,2.8470542,0.5806526,9.908902,1.987947,0.77826047,round_1,phase2,26,1,D1_5
8.330215,0.43272752,5.96328,3.5688875,7.6869407,2.6046612,0.51448286,9.799054,1.9680581,1.4719712,round_1,phase1,26,1,D1_5
